,bruises?,gill-spacing,gill-size,stalk-shape,ring-number,population,cap-shape,cap-surface,cap-color,odor,gill-attachment,gill-color,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-type,spore-print-color,habitat,class
83,0.0,0.0,1.0,0.0,1.0,3.0,0.46760400741623387,0.3282728358259322,0.6173441742945376,1.0,0.4926280189348699,0.6679259589918025,0.5758110503894623,0.2973187732295063,0.30949271665254313,0.384177132932381,0.38448259192730744,0.4820183235334336,0.49326819091482776,0.20451977297350182,0.11170106560707051,0.4011493012188878,1
84,0.0,1.0,0.0,1.0,1.0,3.0,0.4929389793154284,0.3282728358259322,0.43975875199781556,0.03334105213161718,0.4926280189348699,0.1534714001134973,0.23257366344826996,0.26329146762690375,0.2395826767533732,0.384177132932381,0.38448259192730744,0.4820183235334336,0.49326819091482776,0.6403591636833047,0.11170106560707051,0.3468426612278516,0
85,0.0,1.0,0.0,1.0,1.0,3.0,0.4929389793154284,0.3282728358259322,0.44751164275986843,0.03334105213161718,0.4926280189348699,0.1067326317829934,0.23257366344826996,0.26329146762690375,0.30949271665254313,0.384177132932381,0.38448259192730744,0.4820183235334336,0.49326819091482776,0.6403591636833047,0.12065807320689369,0.3468426612278516,0
86,0.0,0.0,0.0,0.0,2.0,5.0,0.4929389793154284,0.5564860929009441,0.44751164275986843,0.03334105213161718,0.4926280189348699,0.20278308933318342,0.5758110503894623,0.3393788039427377,0.2665414638320272,0.9653584923981766,0.8801598477277275,0.4820183235334336,0.49326819091482776,0.20451977297350182,0.7576785821435905,0.4011493012188878,0
87,0.0,0.0,1.0,1.0,1.0,4.0,0.4929389793154284,0.5564860929009441,0.5786442326618927,1.0,0.4926280189348699,1.0,0.5758110503894623,0.9389179007640128,0.30949271665254313,0.6893873584823892,0.6879852303366635,0.4820183235334336,0.49326819091482776,0.6403591636833047,0.7576785821435905,0.4011493012188878,1
88,0.0,0.0,0.0,0.0,1.0,4.0,0.4929389793154284,0.5323347584151169,0.6283695524600603,1.0,0.4926280189348699,0.6679259589918025,0.5758110503894623,0.9389179007640128,0.9376286505937224,0.6893873584823892,0.6879852303366635,0.4820183235334336,0.49326819091482776,1.0,0.9693692144143123,0.8812758857968552,1
89,0.0,0.0,1.0,1.0,1.0,4.0,0.7227788233101584,0.5564860929009441,0.5786442326618927,1.0,0.4926280189348699,1.0,0.5758110503894623,0.2973187732295063,0.9376286505937224,0.6893873584823892,0.6879852303366635,0.4820183235334336,0.49326819091482776,0.6403591636833047,0.7576785821435905,0.7128831645322029,1
90,1.0,0.0,0.0,1.0,1.0,5.0,0.46760400741623387,0.3282728358259322,0.5786442326618927,0.03334105213161718,0.4926280189348699,0.20278308933318342,0.5758110503894623,0.2973187732295063,0.30949271665254313,0.384177132932381,0.0,0.4820183235334336,0.49326819091482776,0.20451977297350182,0.11170106560707051,0.4011493012188878,0
91,0.0,0.0,1.0,0.0,1.0,3.0,0.46760400741623387,0.5564860929009441,0.3065091625774078,1.0,0.4926280189348699,0.6679259589918025,0.5758110503894623,0.2973187732295063,0.30949271665254313,0.384177132932381,0.38448259192730744,0.4820183235334336,0.49326819091482776,0.20451977297350182,0.12065807320689369,0.4011493012188878,1
92,0.0,0.0,0.0,0.0,1.0,5.0,0.46760400741623387,0.3282728358259322,0.43975875199781556,1.0,0.4926280189348699,0.7272534474704755,0.5758110503894623,0.9389179007640128,0.9376286505937224,1.0,0.8801598477277275,0.4820183235334336,0.49326819091482776,1.0,0.9693692144143123,0.3468426612278516,1
93,0.0,1.0,0.0,1.0,1.0,0.0,0.46760400741623387,0.3282728358259322,0.3065091625774078,0.03334105213161718,0.4926280189348699,0.1534714001134973,0.23257366344826996,0.2973187732295063,0.30949271665254313,0.384177132932381,0.38448259192730744,0.4820183235334336,0.49326819091482776,0.6403591636833047,0.12065807320689369,0.3468426612278516,0
94,0.0,0.0,1.0,1.0,1.0,4.0,0.4929389793154284,0.5323347584151169,0.44751164275986843,1.0,0.4926280189348699,1.0,0.5758110503894623,0.9389179007640128,0.30949271665254313,0.6893873584823892,0.38448259192730744,0.4820183235334336,0.49326819091482776,0.6403591636833047,0.7576785821435905,0.8812758857968552,1
95,1.0,0.0,0.0,1.0,1.0,5.0,0.4929389793154284,0.5323347584151169,0.43975875199781556,0.03334105213161718,0.4926280189348699,0.4325493144534495,0.5758110503894623,0.2973187732295063,0.30949271665254313,0.384177132932381,0.0,0.4820183235334336,0.49326819091482776,0.20451977297350182,0.12065807320689369,0.4011493012188878,0
96,0.0,0.0,1.0,1.0,1.0,4.0,0.7227788233101584,0.5323347584151169,0.5786442326618927,1.0,0.4926280189348699,1.0,0.5758110503894623,0.2973187732295063,0.30949271665254313,0.384177132932381,0.38448259192730744,0.4820183235334336,0.49326819091482776,0.6403591636833047,0.7576785821435905,0.7128831645322029,1
97,0.0,0.0,0.0,0.0,1.0,5.0,0.4929389793154284,0.5323347584151169,0.43975875199781556,1.0,0.4926280189348699,0.7272534474704755,0.5758110503894623,0.9389179007640128,0.9376286505937224,0.9653584923981766,0.8801598477277275,0.4820183235334336,0.49326819091482776,1.0,0.9693692144143123,0.3468426612278516,1
98,0.0,0.0,0.0,0.0,1.0,4.0,0.46760400741623387,0.5323347584151169,0.6283695524600603,1.0,0.4926280189348699,0.4325493144534495,0.5758110503894623,0.9389179007640128,0.9376286505937224,0.9653584923981766,1.0,0.4820183235334336,0.49326819091482776,1.0,0.9693692144143123,0.8812758857968552,1
99,0.0,0.0,0.0,0.0,1.0,4.0,0.7227788233101584,0.5564860929009441,0.44751164275986843,0.03334105213161718,0.0848561780641026,0.23915546345325506,0.5758110503894623,0.2973187732295063,0.30949271665254313,0.0,0.0,0.4820183235334336,0.0,0.20451977297350182,0.0,0.7128831645322029,0
100,0.0,0.0,1.0,1.0,1.0,4.0,0.4929389793154284,0.5323347584151169,0.44751164275986843,1.0,0.4926280189348699,1.0,0.5758110503894623,0.9389179007640128,0.30949271665254313,0.384177132932381,0.38448259192730744,0.4820183235334336,0.49326819091482776,0.6403591636833047,0.7576785821435905,0.4011493012188878,1
101,0.0,0.0,1.0,1.0,1.0,4.0,0.46760400741623387,0.5323347584151169,0.5786442326618927,1.0,0.4926280189348699,1.0,0.5758110503894623,0.9389179007640128,0.30949271665254313,0.384177132932381,0.38448259192730744,0.4820183235334336,0.49326819091482776,0.6403591636833047,0.7576785821435905,0.7128831645322029,1
102,0.0,0.0,1.0,1.0,1.0,4.0,0.46760400741623387,0.5564860929009441,0.5786442326618927,1.0,0.4926280189348699,1.0,0.5758110503894623,0.9389179007640128,0.9376286505937224,0.384177132932381,0.38448259192730744,0.4820183235334336,0.49326819091482776,0.6403591636833047,0.7576785821435905,0.8812758857968552,1
103,1.0,1.0,1.0,1.0,1.0,4.0,0.4929389793154284,0.3282728358259322,0.6283695524600603,0.0,0.4926280189348699,0.20278308933318342,0.5758110503894623,0.2973187732295063,0.30949271665254313,0.384177132932381,0.38448259192730744,0.4820183235334336,0.49326819091482776,0.20451977297350182,0.11170106560707051,0.4011493012188878,0
104,0.0,1.0,0.0,1.0,1.0,0.0,0.46760400741623387,0.5564860929009441,0.43975875199781556,0.03334105213161718,0.4926280189348699,0.1534714001134973,0.23257366344826996,0.2973187732295063,0.30949271665254313,0.384177132932381,0.38448259192730744,0.4820183235334336,0.49326819091482776,0.6403591636833047,0.12065807320689369,0.3468426612278516,0
105,1.0,0.0,0.0,1.0,1.0,4.0,0.4929389793154284,0.5564860929009441,0.43975875199781556,1.0,0.4926280189348699,0.4325493144534495,0.5758110503894623,0.26329146762690375,0.30949271665254313,0.384177132932381,0.38448259192730744,0.4820183235334336,0.49326819091482776,0.20451977297350182,0.9693692144143123,0.7381441767610629,1
106,1.0,0.0,0.0,1.0,1.0,5.0,0.4929389793154284,0.5323347584151169,0.44751164275986843,0.03334105213161718,0.4926280189348699,0.1067326317829934,0.5758110503894623,0.2973187732295063,0.30949271665254313,0.384177132932381,0.0,0.4820183235334336,0.49326819091482776,0.20451977297350182,0.11170106560707051,0.4011493012188878,0
107,1.0,0.0,0.0,1.0,1.0,5.0,0.46760400741623387,0.3282728358259322,0.5786442326618927,0.03334105213161718,0.4926280189348699,0.4325493144534495,0.5758110503894623,0.2973187732295063,0.30949271665254313,0.384177132932381,0.6879852303366635,0.4820183235334336,0.49326819091482776,0.20451977297350182,0.12065807320689369,0.4011493012188878,0
108,1.0,0.0,0.0,1.0,1.0,5.0,0.46760400741623387,0.3282728358259322,0.5786442326618927,0.03334105213161718,0.4926280189348699,0.4325493144534495,0.5758110503894623,0.2973187732295063,0.30949271665254313,0.0,0.38448259192730744,0.4820183235334336,0.49326819091482776,0.20451977297350182,0.11170106560707051,0.4011493012188878,0
109,0.0,1.0,0.0,0.0,2.0,2.0,0.46760400741623387,0.5564860929009441,0.3065091625774078,0.03334105213161718,0.4926280189348699,0.20278308933318342,0.5758110503894623,0.9389179007640128,0.9376286505937224,0.384177132932381,0.38448259192730744,0.4820183235334336,0.49326819091482776,0.20451977297350182,0.7576785821435905,0.3468426612278516,0
110,0.0,1.0,0.0,0.0,2.0,3.0,0.11065185426217065,0.3282728358259322,0.3065091625774078,0.03334105213161718,0.4926280189348699,0.4325493144534495,0.5758110503894623,0.9389179007640128,0.30949271665254313,0.384177132932381,0.38448259192730744,0.4820183235334336,0.49326819091482776,0.20451977297350182,0.7576785821435905,0.3468426612278516,0
111,0.0,0.0,1.0,0.0,1.0,4.0,0.46760400741623387,0.5564860929009441,0.3065091625774078,1.0,0.4926280189348699,0.6679259589918025,0.5758110503894623,0.2973187732295063,0.30949271665254313,0.384177132932381,0.38448259192730744,0.4820183235334336,0.49326819091482776,0.20451977297350182,0.12065807320689369,0.4011493012188878,1
112,0.0,1.0,0.0,1.0,1.0,0.0,0.4929389793154284,0.3282728358259322,0.43975875199781556,0.03334105213161718,0.4926280189348699,0.1067326317829934,0.23257366344826996,0.2973187732295063,0.2395826767533732,0.384177132932381,0.38448259192730744,0.4820183235334336,0.49326819091482776,0.6403591636833047,0.12065807320689369,0.3468426612278516,0
113,1.0,0.0,0.0,0.0,1.0,5.0,0.46760400741623387,0.5323347584151169,0.44751164275986843,0.0,0.4926280189348699,0.4325493144534495,0.0,0.2973187732295063,0.2665414638320272,0.384177132932381,0.38448259192730744,0.4820183235334336,0.49326819091482776,0.20451977297350182,0.12065807320689369,0.8812758857968552,0
114,0.0,0.0,0.0,0.0,1.0,4.0,0.4929389793154284,0.5323347584151169,0.43975875199781556,1.0,0.4926280189348699,0.6679259589918025,0.5758110503894623,0.9389179007640128,0.9376286505937224,0.6893873584823892,1.0,0.4820183235334336,0.49326819091482776,1.0,0.9693692144143123,0.4011493012188878,1
115,0.0,0.0,0.0,0.0,1.0,4.0,0.46760400741623387,0.5323347584151169,0.43975875199781556,1.0,0.4926280189348699,0.4325493144534495,0.5758110503894623,0.9389179007640128,0.9376286505937224,0.9653584923981766,0.8801598477277275,0.4820183235334336,0.49326819091482776,1.0,0.9693692144143123,0.4011493012188878,1
116,0.0,1.0,0.0,0.0,2.0,2.0,0.11065185426217065,0.5564860929009441,0.3065091625774078,0.03334105213161718,0.4926280189348699,0.6679259589918025,0.5758110503894623,0.2973187732295063,0.30949271665254313,0.384177132932381,0.38448259192730744,0.4820183235334336,0.49326819091482776,0.20451977297350182,0.7576785821435905,0.3468426612278516,0
117,1.0,0.0,0.0,1.0,1.0,5.0,0.46760400741623387,0.5323347584151169,0.44751164275986843,0.03334105213161718,0.4926280189348699,0.20278308933318342,0.5758110503894623,0.2973187732295063,0.30949271665254313,0.6893873584823892,0.6879852303366635,0.4820183235334336,0.49326819091482776,0.20451977297350182,0.12065807320689369,0.4011493012188878,0
118,1.0,1.0,1.0,1.0,1.0,4.0,0.46760400741623387,0.3282728358259322,0.3065091625774078,0.0,0.4926280189348699,0.4325493144534495,0.5758110503894623,0.2973187732295063,0.30949271665254313,0.384177132932381,0.38448259192730744,0.4820183235334336,0.49326819091482776,0.20451977297350182,0.11170106560707051,0.4011493012188878,0
119,0.0,1.0,0.0,1.0,1.0,3.0,0.4929389793154284,0.3282728358259322,0.43975875199781556,0.03334105213161718,0.4926280189348699,0.1534714001134973,0.23257366344826996,0.26329146762690375,0.2395826767533732,0.384177132932381,0.38448259192730744,0.4820183235334336,0.49326819091482776,0.6403591636833047,0.12065807320689369,0.3468426612278516,0
120,0.0,0.0,1.0,1.0,1.0,4.0,0.46760400741623387,0.5323347584151169,0.5786442326618927,1.0,0.4926280189348699,1.0,0.5758110503894623,0.9389179007640128,0.9376286505937224,0.384177132932381,0.6879852303366635,0.4820183235334336,0.49326819091482776,0.6403591636833047,0.7576785821435905,0.8812758857968552,1
121,0.0,0.0,1.0,1.0,1.0,4.0,0.46760400741623387,0.5564860929009441,0.5786442326618927,1.0,0.4926280189348699,1.0,0.5758110503894623,0.9389179007640128,0.30949271665254313,0.6893873584823892,0.6879852303366635,0.4820183235334336,0.49326819091482776,0.6403591636833047,0.7576785821435905,0.8812758857968552,1
122,0.0,1.0,1.0,0.0,1.0,4.0,0.46760400741623387,0.5564860929009441,0.3065091625774078,1.0,0.4926280189348699,0.1067326317829934,0.5758110503894623,0.2973187732295063,0.30949271665254313,0.384177132932381,0.38448259192730744,0.4820183235334336,0.49326819091482776,0.20451977297350182,0.11170106560707051,0.4011493012188878,1
123,1.0,0.0,0.0,1.0,1.0,5.0,0.46760400741623387,0.3282728358259322,0.44751164275986843,0.03334105213161718,0.4926280189348699,0.4325493144534495,0.5758110503894623,0.2973187732295063,0.30949271665254313,0.0,0.6879852303366635,0.4820183235334336,0.49326819091482776,0.20451977297350182,0.11170106560707051,0.4011493012188878,0
124,1.0,0.0,0.0,1.0,1.0,4.0,0.46760400741623387,0.3282728358259322,0.5786442326618927,0.03334105213161718,0.4926280189348699,0.09037969106977914,0.5758110503894623,0.2973187732295063,0.30949271665254313,0.384177132932381,0.0,0.4820183235334336,0.49326819091482776,0.20451977297350182,0.12065807320689369,0.4011493012188878,0
125,1.0,0.0,0.0,1.0,1.0,5.0,0.4929389793154284,0.5323347584151169,0.44751164275986843,0.03334105213161718,0.4926280189348699,0.4325493144534495,0.5758110503894623,0.2973187732295063,0.30949271665254313,0.0,0.38448259192730744,0.4820183235334336,0.49326819091482776,0.20451977297350182,0.11170106560707051,0.4011493012188878,0
126,1.0,0.0,0.0,1.0,1.0,4.0,0.4929389793154284,0.3282728358259322,0.43975875199781556,0.03334105213161718,0.4926280189348699,0.4325493144534495,0.5758110503894623,0.2973187732295063,0.30949271665254313,0.384177132932381,0.0,0.4820183235334336,0.49326819091482776,0.20451977297350182,0.11170106560707051,0.4011493012188878,0
127,1.0,0.0,0.0,0.0,1.0,2.0,0.46760400741623387,0.5564860929009441,0.6283695524600603,0.0,0.4926280189348699,0.20278308933318342,0.08072222566292797,0.2973187732295063,0.30949271665254313,0.384177132932381,0.38448259192730744,0.4820183235334336,0.49326819091482776,0.20451977297350182,0.11170106560707051,0.1288987806146155,0
128,1.0,0.0,1.0,0.0,1.0,3.0,0.4929389793154284,0.5564860929009441,0.3065091625774078,1.0,0.4926280189348699,0.20278308933318342,0.23257366344826996,0.2973187732295063,0.30949271665254313,0.384177132932381,0.38448259192730744,0.4820183235334336,0.49326819091482776,0.20451977297350182,0.11170106560707051,0.7381441767610629,1
129,0.0,0.0,1.0,1.0,1.0,4.0,0.4929389793154284,0.5564860929009441,0.5786442326618927,1.0,0.4926280189348699,1.0,0.5758110503894623,0.2973187732295063,0.30949271665254313,0.6893873584823892,0.6879852303366635,0.4820183235334336,0.49326819091482776,0.6403591636833047,0.7576785821435905,0.7128831645322029,1
130,1.0,0.0,0.0,0.0,1.0,5.0,0.4929389793154284,0.5323347584151169,0.6283695524600603,0.0,0.4926280189348699,0.1067326317829934,0.0,0.2973187732295063,0.2665414638320272,0.384177132932381,0.38448259192730744,0.4820183235334336,0.49326819091482776,0.20451977297350182,0.11170106560707051,0.8812758857968552,0
131,0.0,0.0,0.0,0.0,1.0,4.0,0.4929389793154284,0.5323347584151169,0.43975875199781556,1.0,0.4926280189348699,0.6679259589918025,0.5758110503894623,0.9389179007640128,0.9376286505937224,0.6893873584823892,0.8801598477277275,0.4820183235334336,0.49326819091482776,1.0,0.9693692144143123,0.3468426612278516,1
132,0.0,0.0,0.0,0.0,1.0,4.0,0.46760400741623387,0.5323347584151169,0.6283695524600603,1.0,0.4926280189348699,0.6679259589918025,0.5758110503894623,0.9389179007640128,0.9376286505937224,0.6893873584823892,0.8801598477277275,0.4820183235334336,0.49326819091482776,1.0,0.9693692144143123,0.8812758857968552,1
133,0.0,0.0,1.0,1.0,1.0,4.0,0.7227788233101584,0.5564860929009441,0.44751164275986843,1.0,0.4926280189348699,1.0,0.5758110503894623,0.2973187732295063,0.30949271665254313,0.384177132932381,0.6879852303366635,0.4820183235334336,0.49326819091482776,0.6403591636833047,0.7576785821435905,0.7128831645322029,1
134,0.0,0.0,1.0,0.0,1.0,4.0,0.11065185426217065,0.3282728358259322,0.44751164275986843,0.03334105213161718,0.4926280189348699,0.20278308933318342,0.5758110503894623,0.9389179007640128,0.2665414638320272,0.384177132932381,1.0,0.4820183235334336,0.49326819091482776,0.6403591636833047,0.7576785821435905,0.4011493012188878,1
135,0.0,1.0,1.0,0.0,1.0,4.0,0.46760400741623387,0.5564860929009441,0.3065091625774078,1.0,0.4926280189348699,0.09037969106977914,0.5758110503894623,0.2973187732295063,0.30949271665254313,0.384177132932381,0.38448259192730744,0.4820183235334336,0.49326819091482776,0.20451977297350182,0.11170106560707051,0.4011493012188878,1
136,1.0,0.0,0.0,0.0,1.0,3.0,0.11065185426217065,0.5323347584151169,0.6283695524600603,0.0,0.4926280189348699,0.1067326317829934,0.08072222566292797,0.2973187732295063,0.30949271665254313,0.384177132932381,0.38448259192730744,0.4820183235334336,0.49326819091482776,0.20451977297350182,0.12065807320689369,0.3468426612278516,0
137,0.0,1.0,0.0,1.0,1.0,3.0,0.4929389793154284,0.3282728358259322,0.3065091625774078,0.03334105213161718,0.4926280189348699,0.1067326317829934,0.23257366344826996,0.2973187732295063,0.30949271665254313,0.384177132932381,0.38448259192730744,0.4820183235334336,0.49326819091482776,0.6403591636833047,0.11170106560707051,0.3468426612278516,0
138,0.0,0.0,1.0,1.0,1.0,4.0,0.7227788233101584,0.5323347584151169,0.5786442326618927,1.0,0.4926280189348699,1.0,0.5758110503894623,0.2973187732295063,0.9376286505937224,0.384177132932381,0.38448259192730744,0.4820183235334336,0.49326819091482776,0.6403591636833047,0.7576785821435905,0.8812758857968552,1
139,1.0,0.0,0.0,0.0,1.0,5.0,0.4929389793154284,0.5323347584151169,0.6283695524600603,0.0,0.4926280189348699,0.4325493144534495,0.0,0.2973187732295063,0.2665414638320272,0.384177132932381,0.38448259192730744,0.4820183235334336,0.49326819091482776,0.20451977297350182,0.11170106560707051,0.3468426612278516,0
140,0.0,1.0,0.0,1.0,1.0,3.0,0.46760400741623387,0.3282728358259322,0.43975875199781556,0.03334105213161718,0.4926280189348699,0.1534714001134973,0.23257366344826996,0.2973187732295063,0.30949271665254313,0.384177132932381,0.38448259192730744,0.4820183235334336,0.49326819091482776,0.6403591636833047,0.12065807320689369,0.3468426612278516,0
